Table S1 Original predicted PPIs ,,,,,,,
interactor A,annotation,interactor B,annotation,taxid,Organism,method,ref
Unigene8329,translation initiation factor eIF-5,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10075937
Unigene8329,translation initiation factor eIF-5,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:10075937
Unigene8329,translation initiation factor eIF-5,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15838098
Unigene8329,translation initiation factor eIF-5,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:11018020
Unigene8329,translation initiation factor eIF-5,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:11331597
Unigene8329,translation initiation factor eIF-5,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene8329,translation initiation factor eIF-5,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16990799
Unigene5327,translation initiation factor eIF-6,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene4174,translation initiation factor IF-2 unclassified subunit,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene4174,translation initiation factor IF-2 unclassified subunit,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene4174,translation initiation factor IF-2 unclassified subunit,Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene927,uroporphyrinogen decarboxylase [EC:4.1.1.37],Unigene15442,translation initiation factor eIF-3 subunit 9,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene14326,translation initiation factor eIF-2 alpha subunit,Unigene5643,translation initiation factor eIF-4A 3 [EC:3.6.1.-],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene14546,--,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:9256432
Unigene14546,--,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene14546,--,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22836166
Unigene572,ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13],Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene572,ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13],Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene11547,ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13],Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:11780629
Unigene12160,far upstream element-binding protein,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene12160,far upstream element-binding protein,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene4401,histone H3,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22199229
Unigene27598,histone H4,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22199229
Unigene5843,IMP dehydrogenase [EC:1.1.1.205],Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene11723,serine/threonine kinase 38 [EC:2.7.11.1],Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20489023
Unigene9681,small subunit ribosomal protein S15Ae,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene12543,splicing factor 1,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22287628
Unigene14326,translation initiation factor eIF-2 alpha subunit,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21795399
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:14759368
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10480875
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:9707439
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:9707439
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0047""(far western blotting)",pubmed:9372919
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:9372919
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:9372919
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:9144215
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:9144215
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:10409688
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:9256432
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene8732,translation initiation factor eIF-4F,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21139564
Unigene17049,translation initiation factor eIF-5A,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19338753
Unigene19754,U6 snRNA-associated Sm-like protein LSm7,Unigene2023,translation initiation factor eIF-4E,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene12872,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene14546,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:9702200
Unigene14546,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene14546,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21795399
Unigene14546,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22836166
Unigene14546,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22836166
Unigene3950,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene3955,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene471,--,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene15310, [EC:3.6.1.-],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene16115,26S proteasome regulatory subunit N11,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene572,ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene572,ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene12570,ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene12915,"casein kinase 2, alpha polypeptide [EC:2.7.11.1]",Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene30170,DnaJ homolog subfamily A member 5,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene7553,elongation factor EF-1 alpha subunit [EC:3.6.5.3],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene12160,far upstream element-binding protein,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene15724,H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene15724,H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene4401,histone H3,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22199229
Unigene27598,histone H4,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22199229
Unigene1376,methionyl-tRNA synthetase [EC:6.1.1.10],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene6042,prefoldin subunit 4,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene11723,serine/threonine kinase 38 [EC:2.7.11.1],Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20489023
Unigene12543,splicing factor 1,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22287628
Unigene18364,splicing factor 3B subunit 4,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene18364,splicing factor 3B subunit 4,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:21931728
Unigene14326,translation initiation factor eIF-2 alpha subunit,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21795399
Unigene2023,translation initiation factor eIF-4E,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene2023,translation initiation factor eIF-4E,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:8336723
Unigene2023,translation initiation factor eIF-4E,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene8732,translation initiation factor eIF-4F,Unigene8732,translation initiation factor eIF-4F,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:14759368
Unigene13196,--,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:15145951
Unigene13196,--,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:15377664
Unigene13196,--,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:12861028
Unigene13196,--,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene13196,--,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19751744
Unigene16115,26S proteasome regulatory subunit N11,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene5174,"ATP-binding cassette, sub-family E, member 1",Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene9790,ATP-dependent RNA helicase [EC:3.6.4.13],Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene15319,histidinol dehydrogenase [EC:1.1.1.23],Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20584985
Unigene35004,small subunit ribosomal protein SAe,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22792338
Unigene17242,small ubiquitin-related modifier,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15326169
Unigene15215,transcription initiation factor TFIIB,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene9797,translation initiation factor eIF-1A,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:17332751
Unigene9797,translation initiation factor eIF-1A,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:17332751
Unigene9025,translation initiation factor eIF-2 beta subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11018020
Unigene9025,translation initiation factor eIF-2 beta subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10075937
Unigene9025,translation initiation factor eIF-2 beta subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15964804
Unigene9025,translation initiation factor eIF-2 beta subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:16522633
Unigene5025,translation initiation factor eIF-2 gamma subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:14759368
Unigene5025,translation initiation factor eIF-2 gamma subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene5025,translation initiation factor eIF-2 gamma subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene5025,translation initiation factor eIF-2 gamma subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:16522633
Unigene749,translation initiation factor eIF-2B gamma subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:16990799
Unigene749,translation initiation factor eIF-2B gamma subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:16990799
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11018020
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11179233
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:11018020
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20584985
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21280672
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21280672
Unigene5144,translation initiation factor eIF-3 subunit 2,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:12651896
Unigene5144,translation initiation factor eIF-3 subunit 2,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:9671501
Unigene5144,translation initiation factor eIF-3 subunit 2,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15377664
Unigene5144,translation initiation factor eIF-3 subunit 2,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:12651896
Unigene5144,translation initiation factor eIF-3 subunit 2,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:11179233
Unigene5144,translation initiation factor eIF-3 subunit 2,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene5144,translation initiation factor eIF-3 subunit 2,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16990799
Unigene16326,translation initiation factor eIF-3 subunit 4,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene16326,translation initiation factor eIF-3 subunit 4,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:14759368
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11018020
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10075937
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:11018020
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:10075937
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:12411506
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:9671501
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:9671501
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18599441
Unigene16340,translation initiation factor eIF-3 subunit 8,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21280672
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:14759368
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:9671501
